episode_id,episode_number,episode_title,channel,source_file,word_count
2405,2011,Bodybuilding.com Core Values [FtdJm4db9JU],@bodybuildingcom,Bodybuilding.com Core Values [FtdJm4db9JU].txt,4480
2406,100,Bodybuilding.com Fantasy Stack Challenge - Bodybuilding.com [4yT_tqi-EeU],@bodybuildingcom,Bodybuilding.com Fantasy Stack Challenge - Bodybuilding.com [4yT_tqi-EeU].txt,376
2407,20,Bodybuilding.com Guide to Amino Acids [OHYzZxKcys8],@bodybuildingcom,Bodybuilding.com Guide to Amino Acids [OHYzZxKcys8].txt,426
2408,6,Bodybuilding.com Guide to Arginine [zXS5B_-WI2A],@bodybuildingcom,Bodybuilding.com Guide to Arginine [zXS5B_-WI2A].txt,317
2409,1,Bodybuilding.com Guide to Caffeine [lorG05owNso],@bodybuildingcom,Bodybuilding.com Guide to Caffeine [lorG05owNso].txt,427
2410,20,Bodybuilding.com Guide to Casein Protein [61wk2Qa9cIs],@bodybuildingcom,Bodybuilding.com Guide to Casein Protein [61wk2Qa9cIs].txt,157
2411,5,Bodybuilding.com Guide to Creatine Monohydrate [GrnABXhE2D8],@bodybuildingcom,Bodybuilding.com Guide to Creatine Monohydrate [GrnABXhE2D8].txt,152
2412,1,Bodybuilding.com Guide to Fish Oil [9_JqRiEzOKI],@bodybuildingcom,Bodybuilding.com Guide to Fish Oil [9_JqRiEzOKI].txt,551
2413,1,Bodybuilding.com Guide to Flax Seed Oil [D0njLPIGz5I],@bodybuildingcom,Bodybuilding.com Guide to Flax Seed Oil [D0njLPIGz5I].txt,409
2414,1500,Bodybuilding.com Guide to Glucosamine [r4LMGQOjCTE],@bodybuildingcom,Bodybuilding.com Guide to Glucosamine [r4LMGQOjCTE].txt,338
2415,10,Bodybuilding.com Guide to Glutamine [4ODToEk2CYQ],@bodybuildingcom,Bodybuilding.com Guide to Glutamine [4ODToEk2CYQ].txt,363
2416,,Bodybuilding.com Guide to Green Tea [0UXzmvhxFds],@bodybuildingcom,Bodybuilding.com Guide to Green Tea [0UXzmvhxFds].txt,298
2417,,Bodybuilding.com Guide to HMB [yv8PD66uht0],@bodybuildingcom,Bodybuilding.com Guide to HMB [yv8PD66uht0].txt,152
2418,1,Bodybuilding.com Guide to Leucine [zFfwfcEl7tg],@bodybuildingcom,Bodybuilding.com Guide to Leucine [zFfwfcEl7tg].txt,274
2419,,Bodybuilding.com Intro [j4E_YeaveIk],@bodybuildingcom,Bodybuilding.com Intro [j4E_YeaveIk].txt,83
2420,9,Bodybuilding.com Military Appreciation Award [LqzrIz2_k4k],@bodybuildingcom,Bodybuilding.com Military Appreciation Award [LqzrIz2_k4k].txt,535
2421,2016,"Bodybuilding.com Spokesmodel Search 2016, presented by Train Magazine [gh6xXq3u9lA]",@bodybuildingcom,"Bodybuilding.com Spokesmodel Search 2016, presented by Train Magazine [gh6xXq3u9lA].txt",6
2422,,Bodybuilding.com XDB Shoot - OhNoes [VaY6HllXWEI],@bodybuildingcom,Bodybuilding.com XDB Shoot - OhNoes [VaY6HllXWEI].txt,0
2423,60,Bodybuilding.com- 5 Tips to Make Cardio More Fun! [Ucbfl72U-pQ],@bodybuildingcom,Bodybuilding.com- 5 Tips to Make Cardio More Fun! [Ucbfl72U-pQ].txt,536
2424,12,Bodybuilding.com： Train Like the Striking Truth Star Georges St Pierre [iCHOQGUra38],@bodybuildingcom,Bodybuilding.com： Train Like the Striking Truth Star Georges St Pierre [iCHOQGUra38].txt,965
2425,100,"Boás Oliveira Fitness 360, Brazilian Brawn! - Bodybuilding.com [pyfuMtauFaE]",@bodybuildingcom,"Boás Oliveira Fitness 360, Brazilian Brawn! - Bodybuilding.com [pyfuMtauFaE].txt",541
2426,365,Branch Warren Shoulder Workout ｜ 2012 Road To The Arnold [dhPAzOVmL1M],@bodybuildingcom,Branch Warren Shoulder Workout ｜ 2012 Road To The Arnold [dhPAzOVmL1M].txt,1657
2427,3,Breaking Down the Results of Four Weeks Training at Westside Barbell ｜ The Westside Method EP 4 [dhhg-4wy4V4],@bodybuildingcom,Breaking Down the Results of Four Weeks Training at Westside Barbell ｜ The Westside Method EP 4 [dhhg-4wy4V4].txt,2352
2428,3,Breaking Down the Westside Method ｜ The Westside Method EP 3 [9OctFzSfvDo],@bodybuildingcom,Breaking Down the Westside Method ｜ The Westside Method EP 3 [9OctFzSfvDo].txt,1566
2429,30,Brendy Scheerer's Training & Fitness Program - Bodybuilding.com [DT-vxHNGpp0],@bodybuildingcom,Brendy Scheerer's Training & Fitness Program - Bodybuilding.com [DT-vxHNGpp0].txt,2434
2430,2010,Brooke Erickson's Fitness Program - Bodybuilding.com [1OJoJbKRnxg],@bodybuildingcom,Brooke Erickson's Fitness Program - Bodybuilding.com [1OJoJbKRnxg].txt,2272
2431,100,Building Boulder Shoulders ｜ Lawrence Ballenger Shoulder Workout [GFqh6Q_zhK4],@bodybuildingcom,Building Boulder Shoulders ｜ Lawrence Ballenger Shoulder Workout [GFqh6Q_zhK4].txt,1550
2432,2017,Building Collegiate Athletes & Sport Training ｜ Ep. 17｜ The Bodybuilding.com Podcast ｜ Zack Zillner [a-UMhcuZoCI],@bodybuildingcom,Building Collegiate Athletes & Sport Training ｜ Ep. 17｜ The Bodybuilding.com Podcast ｜ Zack Zillner [a-UMhcuZoCI].txt,11829
2433,2,Building Your Aerobic Base ｜ The Bodybuilding.com Podcast ｜ Ep. 21 ｜ Lance Parker [NQYniqXdaHU],@bodybuildingcom,Building Your Aerobic Base ｜ The Bodybuilding.com Podcast ｜ Ep. 21 ｜ Lance Parker [NQYniqXdaHU].txt,14806
2434,6,"Built by Science ｜ Anatomy, Biomechanics & 6-Week Training Program [ukDf53OlKwE]",@bodybuildingcom,"Built by Science ｜ Anatomy, Biomechanics & 6-Week Training Program [ukDf53OlKwE].txt",118
2435,45,Butt Lift (Bridge) - Leg Exercise - Bodybuilding.com [URhjZLFfKMs],@bodybuildingcom,Butt Lift (Bridge) - Leg Exercise - Bodybuilding.com [URhjZLFfKMs].txt,64
2436,45,Butt Lift Bridge - Legs ⧸ Glutes Exercise - Bodybuilding.com [MqQlfjQOmHA],@bodybuildingcom,Butt Lift Bridge - Legs ⧸ Glutes Exercise - Bodybuilding.com [MqQlfjQOmHA].txt,65
2437,,Butterfly - Chest Exercise - Bodybuilding.com [oGxc2ph8Fnw],@bodybuildingcom,Butterfly - Chest Exercise - Bodybuilding.com [oGxc2ph8Fnw].txt,77
2438,10,CT Fletcher's 10 Commandments Of Muscle Growth - Bodybuilding.com [q-6M4uzur8Q],@bodybuildingcom,CT Fletcher's 10 Commandments Of Muscle Growth - Bodybuilding.com [q-6M4uzur8Q].txt,1482
2439,10,CT Fletcher's Armed Warfare Arm Workout [fsPKfahw-B0],@bodybuildingcom,CT Fletcher's Armed Warfare Arm Workout [fsPKfahw-B0].txt,1765
2440,1,CT Fletcher's Commandment #1 Of Muscle Growth - Bodybuilding.com [QtS_io6Q-Dk],@bodybuildingcom,CT Fletcher's Commandment #1 Of Muscle Growth - Bodybuilding.com [QtS_io6Q-Dk].txt,115
2441,10,CT Fletcher's Commandment #10 Of Muscle Growth - Bodybuilding.com [TZWRJPSYJNE],@bodybuildingcom,CT Fletcher's Commandment #10 Of Muscle Growth - Bodybuilding.com [TZWRJPSYJNE].txt,116
2442,2,CT Fletcher's Commandment #2 Of Muscle Growth - Bodybuilding.com [_ZDW8aONSNA],@bodybuildingcom,CT Fletcher's Commandment #2 Of Muscle Growth - Bodybuilding.com [_ZDW8aONSNA].txt,116
2443,3,CT Fletcher's Commandment #3 Of Muscle Growth - Bodybuilding.com [9KyZE1GJNyU],@bodybuildingcom,CT Fletcher's Commandment #3 Of Muscle Growth - Bodybuilding.com [9KyZE1GJNyU].txt,109
2444,4,CT Fletcher's Commandment #4 Of Muscle Growth - Bodybuilding.com [ueR4uPw42O8],@bodybuildingcom,CT Fletcher's Commandment #4 Of Muscle Growth - Bodybuilding.com [ueR4uPw42O8].txt,207
2445,42,CT Fletcher's Commandment #5 Of Muscle Growth - Bodybuilding.com [OukPSEocqSU],@bodybuildingcom,CT Fletcher's Commandment #5 Of Muscle Growth - Bodybuilding.com [OukPSEocqSU].txt,119
2446,6,CT Fletcher's Commandment #6 Of Muscle Growth - Bodybuilding.com [NoenDJI5e1g],@bodybuildingcom,CT Fletcher's Commandment #6 Of Muscle Growth - Bodybuilding.com [NoenDJI5e1g].txt,132
2447,7,CT Fletcher's Commandment #7 Of Muscle Growth - Bodybuilding.com [3huzqB-WTy4],@bodybuildingcom,CT Fletcher's Commandment #7 Of Muscle Growth - Bodybuilding.com [3huzqB-WTy4].txt,151
2448,8,CT Fletcher's Commandment #8 Of Muscle Growth - Bodybuilding.com [ujTPd8itonQ],@bodybuildingcom,CT Fletcher's Commandment #8 Of Muscle Growth - Bodybuilding.com [ujTPd8itonQ].txt,210
2449,9,CT Fletcher's Commandment #9 Of Muscle Growth - Bodybuilding.com [yOQus9QrzIM],@bodybuildingcom,CT Fletcher's Commandment #9 Of Muscle Growth - Bodybuilding.com [yOQus9QrzIM].txt,171
2450,,Cable Crossover - Chest Exercise - Bodybuilding.com [aoP0s_MjN-g],@bodybuildingcom,Cable Crossover - Chest Exercise - Bodybuilding.com [aoP0s_MjN-g].txt,148
2451,,Cable Crunch - Abs ⧸ Core Exercise - Bodybuilding.com [3qjoXDTuyOE],@bodybuildingcom,Cable Crunch - Abs ⧸ Core Exercise - Bodybuilding.com [3qjoXDTuyOE].txt,100
2452,,Cable Rope Overhead Tricep Extension - Tricep Exercise - Bodybuilding.com [mRozZKkGIfg],@bodybuildingcom,Cable Rope Overhead Tricep Extension - Tricep Exercise - Bodybuilding.com [mRozZKkGIfg].txt,108
2453,40,Cajun Chicken and Sausage Meal Prep IG： lisabrunolli #mealprep #healthyeating #dinnerrecipe #fitness [mPk_88rwyLE],@bodybuildingcom,Cajun Chicken and Sausage Meal Prep IG： lisabrunolli #mealprep #healthyeating #dinnerrecipe #fitness [mPk_88rwyLE].txt,363
2454,20,Calum von Moger's 20-Minute Chest Blast [7gajG6Dk7Pg],@bodybuildingcom,Calum von Moger's 20-Minute Chest Blast [7gajG6Dk7Pg].txt,561
2455,,Carbon by Layne Norton Now Available On Bodybuilding.com [3Q0wa-SSYt0],@bodybuildingcom,Carbon by Layne Norton Now Available On Bodybuilding.com [3Q0wa-SSYt0].txt,157
2456,18,Carl Roberts' Training & Fitness Program - Bodybuilding.com [PzMwnxfFIVo],@bodybuildingcom,Carl Roberts' Training & Fitness Program - Bodybuilding.com [PzMwnxfFIVo].txt,2280
2457,26,Celebrating 26 Years of Bodybuilding.com ｜ An Annual Look Back [UgKxh8kj9x8],@bodybuildingcom,Celebrating 26 Years of Bodybuilding.com ｜ An Annual Look Back [UgKxh8kj9x8].txt,1
2458,22,Celebrity Trainer Gunnar Peterson Trains Sly for the Expendables - Bodybuilding.com [8ePMb16DBpA],@bodybuildingcom,Celebrity Trainer Gunnar Peterson Trains Sly for the Expendables - Bodybuilding.com [8ePMb16DBpA].txt,1237
2459,150,Cellucor C4 Pre-Workout ｜ Science-Based Overview [_lAP0mp24gE],@bodybuildingcom,Cellucor C4 Pre-Workout ｜ Science-Based Overview [_lAP0mp24gE].txt,323
2460,12,"Change Your Life - Goal, Plan, Track, & Motivate with BodySpace from Bodybuilding.com [NTv-CW_RMsY]",@bodybuildingcom,"Change Your Life - Goal, Plan, Track, & Motivate with BodySpace from Bodybuilding.com [NTv-CW_RMsY].txt",1988
2461,2014,"Chassidy Smothers' Training, Diet, and Nutrition Program - Bodybuilding.com [YfSzyUynrHw]",@bodybuildingcom,"Chassidy Smothers' Training, Diet, and Nutrition Program - Bodybuilding.com [YfSzyUynrHw].txt",1448
2462,20,Chest Anatomy & Training Program ｜ Built By Science [2R7VYUEHKvs],@bodybuildingcom,Chest Anatomy & Training Program ｜ Built By Science [2R7VYUEHKvs].txt,2667
2463,20,Chest Workout with Derek Charlebois - Bodybuilding.com [DCrCny0_ync],@bodybuildingcom,Chest Workout with Derek Charlebois - Bodybuilding.com [DCrCny0_ync].txt,1321
2464,20,Chest and Triceps Workout ｜ Kris Gethin's 12-Week Muscle-Building Trainer ｜ Day 2 [sFlvqkAy-D0],@bodybuildingcom,Chest and Triceps Workout ｜ Kris Gethin's 12-Week Muscle-Building Trainer ｜ Day 2 [sFlvqkAy-D0].txt,2088
2465,30,Chin-Up - Back Exercise - Bodybuilding.com [fNZ8Ty7jSFA],@bodybuildingcom,Chin-Up - Back Exercise - Bodybuilding.com [fNZ8Ty7jSFA].txt,165
2466,400,Choosing the Right Footwear For Movement ｜ The Bodybuilding.com Podcast ｜ Ep. 23 ｜ Jake Boly [7GC7ulacsZ8],@bodybuildingcom,Choosing the Right Footwear For Movement ｜ The Bodybuilding.com Podcast ｜ Ep. 23 ｜ Jake Boly [7GC7ulacsZ8].txt,11322
2467,30,Chris Thompson's No Excuses MVP Arm Workout - Bodybuilding.com [fQMCCRlBtfs],@bodybuildingcom,Chris Thompson's No Excuses MVP Arm Workout - Bodybuilding.com [fQMCCRlBtfs].txt,874
2468,30,Clay Guida's Fitness Program - Bodybuilding.com [W7WmYeXvsx8],@bodybuildingcom,Clay Guida's Fitness Program - Bodybuilding.com [W7WmYeXvsx8].txt,3254
2469,,Clean and Jerk - Shoulders ⧸ Legs ⧸ Back Exercise - Bodybuilding.com [v13d7g_uUXM],@bodybuildingcom,Clean and Jerk - Shoulders ⧸ Legs ⧸ Back Exercise - Bodybuilding.com [v13d7g_uUXM].txt,448
2470,,Close Grip Bench Press - Tricep ⧸ Chest Exercise - Bodybuilding.com [OYoc93qAAEY],@bodybuildingcom,Close Grip Bench Press - Tricep ⧸ Chest Exercise - Bodybuilding.com [OYoc93qAAEY].txt,92
2471,30,Close Grip Front Lat Pulldown - Back Exercise - Bodybuilding.com [ecRF8ERf2q4],@bodybuildingcom,Close Grip Front Lat Pulldown - Back Exercise - Bodybuilding.com [ecRF8ERf2q4].txt,201
2472,24,Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer ｜ Trailer [2JftMzYyKJ8],@bodybuildingcom,Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer ｜ Trailer [2JftMzYyKJ8].txt,205
2473,100,Cobra Back Workout ｜ Terry Crews [K_m2ECqiE9o],@bodybuildingcom,Cobra Back Workout ｜ Terry Crews [K_m2ECqiE9o].txt,1349
2474,15,Colton Leonard's Training & Fitness Program - Bodybuilding.com [YhH26__D0wU],@bodybuildingcom,Colton Leonard's Training & Fitness Program - Bodybuilding.com [YhH26__D0wU].txt,2426
2475,,Concentration Curls - Biceps Exercise - Bodybuilding.com [ZcU2hN76UyA],@bodybuildingcom,Concentration Curls - Biceps Exercise - Bodybuilding.com [ZcU2hN76UyA].txt,126
2476,100,"Cooking With Christina Series, Episode #1： Chicken, Rice, & Vegetables - Bodybuilding.com [SyBMPFaqWOw]",@bodybuildingcom,"Cooking With Christina Series, Episode #1： Chicken, Rice, & Vegetables - Bodybuilding.com [SyBMPFaqWOw].txt",967
2477,,Cory Gregory's Squat Every Day Trainer ｜ Trailer [-9K0DD_k0yc],@bodybuildingcom,Cory Gregory's Squat Every Day Trainer ｜ Trailer [-9K0DD_k0yc].txt,312
2478,1,Cory Gregory's Training & Fitness Program - Bodybuilding.com [MW-th8Mj1K8],@bodybuildingcom,Cory Gregory's Training & Fitness Program - Bodybuilding.com [MW-th8Mj1K8].txt,2424
2479,2011,Courtney Prather's Fitness Program - Bodybuilding.com [LVK-v-xP290],@bodybuildingcom,Courtney Prather's Fitness Program - Bodybuilding.com [LVK-v-xP290].txt,1943
2480,2012,Craig Capurso Back Workout： Loaded To The Max - Bodybuilding.com [eGD-6e7-DJI],@bodybuildingcom,Craig Capurso Back Workout： Loaded To The Max - Bodybuilding.com [eGD-6e7-DJI].txt,1256
2481,250,Craig Capurso's Fitness 360 - Bodybuilding.com [sEWBVbnV6Wg],@bodybuildingcom,Craig Capurso's Fitness 360 - Bodybuilding.com [sEWBVbnV6Wg].txt,2713
2482,90,Crunches - Ab Exercises - Bodybuilding.com [YdZakh0Pkwc],@bodybuildingcom,Crunches - Ab Exercises - Bodybuilding.com [YdZakh0Pkwc].txt,144
2483,,Crush Your Fitness Goals： Unleashing the Power of Diet Consistency and Preparation! [vywU7SUL8d8],@bodybuildingcom,Crush Your Fitness Goals： Unleashing the Power of Diet Consistency and Preparation! [vywU7SUL8d8].txt,212
2484,2010,David Otunga's Training & Fitness Program - Bodybuilding.com [zoINGk8gZQI],@bodybuildingcom,David Otunga's Training & Fitness Program - Bodybuilding.com [zoINGk8gZQI].txt,3484
2485,30,Day 1 ｜ 30 Minute at Home Strength Workout ｜ Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer [YdB1HMCldJY],@bodybuildingcom,Day 1 ｜ 30 Minute at Home Strength Workout ｜ Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer [YdB1HMCldJY].txt,4902
2486,89,Day 1 ｜ Legs and Abs Workout ｜ Kris Gethin's 12-Week Muscle-Building Trainer [QMfOJMmvS4Y],@bodybuildingcom,Day 1 ｜ Legs and Abs Workout ｜ Kris Gethin's 12-Week Muscle-Building Trainer [QMfOJMmvS4Y].txt,2566
2487,24,Day 18 ｜ 20 Minute at Home Flexibility Workout ｜ Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer [PcaHrxetRas],@bodybuildingcom,Day 18 ｜ 20 Minute at Home Flexibility Workout ｜ Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer [PcaHrxetRas].txt,3217
2488,290,"Day In the Life of Jay Cutler, 4x Mr. Olympia Bodybuilder ｜ Living Large [hSo7yopmdcA]",@bodybuildingcom,"Day In the Life of Jay Cutler, 4x Mr. Olympia Bodybuilder ｜ Living Large [hSo7yopmdcA].txt",2666
2489,90,Dead Bug - Abdominal ⧸ Core Exercise Guide [4XLEnwUr1d8],@bodybuildingcom,Dead Bug - Abdominal ⧸ Core Exercise Guide [4XLEnwUr1d8].txt,126
2490,,Decline Dumbbell Bench Press  - Chest Exercise - Bodybuilding.com [Pf1nDoqx_1A],@bodybuildingcom,Decline Dumbbell Bench Press  - Chest Exercise - Bodybuilding.com [Pf1nDoqx_1A].txt,86
2491,,Decline Reverse Crunch - Ab Exercise - Bodybuilding.com [YcMj0EEadQo],@bodybuildingcom,Decline Reverse Crunch - Ab Exercise - Bodybuilding.com [YcMj0EEadQo].txt,90
2492,,Define Your Greatness - Show Us Your Beast Body - Motivational Video Finalist [a5k01Yl_S48],@bodybuildingcom,Define Your Greatness - Show Us Your Beast Body - Motivational Video Finalist [a5k01Yl_S48].txt,218
2493,30,Delt Demolition Workout ｜ Calum Von Moger [IfVHQKgNsuc],@bodybuildingcom,Delt Demolition Workout ｜ Calum Von Moger [IfVHQKgNsuc].txt,1293
2494,45,Dips   Chest Version - Chest Exercise - Bodybuilding.com [4la6BkUBLgo],@bodybuildingcom,Dips   Chest Version - Chest Exercise - Bodybuilding.com [4la6BkUBLgo].txt,95
2495,90,Dips - Triceps Version - Tricep Exercise - Bodybuilding.com [WNMqN2O2MSs],@bodybuildingcom,Dips - Triceps Version - Tricep Exercise - Bodybuilding.com [WNMqN2O2MSs].txt,84
2496,2013,"Dirty Dash Obstacle Race - Boise, Idaho 2013 - GoPro - Bodybuilding.com [GIy0xyqZZCI]",@bodybuildingcom,"Dirty Dash Obstacle Race - Boise, Idaho 2013 - GoPro - Bodybuilding.com [GIy0xyqZZCI].txt",0
2497,,Donkey Calf Raises - Calf Exercise - Bodybuilding.com [XEZUIXn5mgc],@bodybuildingcom,Donkey Calf Raises - Calf Exercise - Bodybuilding.com [XEZUIXn5mgc].txt,108
2498,1997,Dorian Yates Answers Bodybuilding.com Fans Top 5 Questions [VTU58aTj00g],@bodybuildingcom,Dorian Yates Answers Bodybuilding.com Fans Top 5 Questions [VTU58aTj00g].txt,1043
2499,6,Duel： Marc Megna's 6-Week Partner-Based Muscle-Building Plan ｜ Promo [W97HUdTAkAY],@bodybuildingcom,Duel： Marc Megna's 6-Week Partner-Based Muscle-Building Plan ｜ Promo [W97HUdTAkAY].txt,56
2500,90,Dumbbell Bench Press - Chest Exercise - Bodybuilding.com [Vc63DPUoA40],@bodybuildingcom,Dumbbell Bench Press - Chest Exercise - Bodybuilding.com [Vc63DPUoA40].txt,226
2501,,Dumbbell Bicep Curl - Bicep Exercise - Bodybuilding.com [3OZ2MT_5r3Q],@bodybuildingcom,Dumbbell Bicep Curl - Bicep Exercise - Bodybuilding.com [3OZ2MT_5r3Q].txt,102
2502,,Dumbbell Flyes - Chest Exercise - Bodybuilding.com [QwuUZ5wgQOk],@bodybuildingcom,Dumbbell Flyes - Chest Exercise - Bodybuilding.com [QwuUZ5wgQOk].txt,162
2503,,Dumbbell Shoulder Press - Shoulder Exercise - Bodybuilding.com [tzZMsrzG_zE],@bodybuildingcom,Dumbbell Shoulder Press - Shoulder Exercise - Bodybuilding.com [tzZMsrzG_zE].txt,109
2504,,Dumbbell Shrug - Shoulder Exercise - Bodybuilding.com [8lP_eJvClSA],@bodybuildingcom,Dumbbell Shrug - Shoulder Exercise - Bodybuilding.com [8lP_eJvClSA].txt,92
2505,,Dumbbell Side Bend - Core ⧸ Abs - Bodybuilding.com [UUQHeBRE_Wo],@bodybuildingcom,Dumbbell Side Bend - Core ⧸ Abs - Bodybuilding.com [UUQHeBRE_Wo].txt,76
2506,,Dumbbell Squat - Leg Exercise - Bodybuilding.com [r9gqv3WF90I],@bodybuildingcom,Dumbbell Squat - Leg Exercise - Bodybuilding.com [r9gqv3WF90I].txt,119
2507,,Dumbbell Step Ups - Leg Exercise - Bodybuilding.com [7AtIjR-QqVA],@bodybuildingcom,Dumbbell Step Ups - Leg Exercise - Bodybuilding.com [7AtIjR-QqVA].txt,111
2508,,Dumbbell Triceps Extension - Tricep Exercise - Bodybuilding.com [ntBjdnckWgo],@bodybuildingcom,Dumbbell Triceps Extension - Tricep Exercise - Bodybuilding.com [ntBjdnckWgo].txt,127
2509,,Dumbbell Workout Inspo IG： alexabergfit #upperbody #dumbbells #shoulderworkout #fitness #gym [VB8dE_wv450],@bodybuildingcom,Dumbbell Workout Inspo IG： alexabergfit #upperbody #dumbbells #shoulderworkout #fitness #gym [VB8dE_wv450].txt,4
2510,14,Dymatize Project Mass Promo： Jake Wilson's 14-Week Muscle-Building Trainer - Bodybuilding.com [NIBHT_DBopY],@bodybuildingcom,Dymatize Project Mass Promo： Jake Wilson's 14-Week Muscle-Building Trainer - Bodybuilding.com [NIBHT_DBopY].txt,98
2511,2,Dymatize Project Mass： Mesocycle 2 Update - Bodybuilding.com [wNfo8sBWV1M],@bodybuildingcom,Dymatize Project Mass： Mesocycle 2 Update - Bodybuilding.com [wNfo8sBWV1M].txt,155
2512,90,EP 28 ｜ Craig Bongelli ｜ Meet The Coach [CZPCn0QQgP0],@bodybuildingcom,EP 28 ｜ Craig Bongelli ｜ Meet The Coach [CZPCn0QQgP0].txt,2534
2513,20,EP. 30 ｜ Craig Bongelli ｜ Building Muscle Mass and Finding Your One Rep Max [Jf7bBApGjW4],@bodybuildingcom,EP. 30 ｜ Craig Bongelli ｜ Building Muscle Mass and Finding Your One Rep Max [Jf7bBApGjW4].txt,8523
2514,2014,"EPIC Reaction - $100k Winners Surprised with $50,000 Cash! [0BFPpBVTTP4]",@bodybuildingcom,"EPIC Reaction - $100k Winners Surprised with $50,000 Cash! [0BFPpBVTTP4].txt",509
2515,2010,ESPN ｜ 2010 Bodybuilding.com Commercial [cuScHDrGIlo],@bodybuildingcom,ESPN ｜ 2010 Bodybuilding.com Commercial [cuScHDrGIlo].txt,81
2516,,EZ-Bar Curl - Biceps Exercise - Bodybuilding.com [S_i3SEVgKWU],@bodybuildingcom,EZ-Bar Curl - Biceps Exercise - Bodybuilding.com [S_i3SEVgKWU].txt,112
2517,,Elite by Bodybuilding.com ｜ Advanced Testosterone [J80BEJfKNjU],@bodybuildingcom,Elite by Bodybuilding.com ｜ Advanced Testosterone [J80BEJfKNjU].txt,0
2518,,Elite by Bodybuilding.com ｜ Energy + BCAA [cDucT7-zq7k],@bodybuildingcom,Elite by Bodybuilding.com ｜ Energy + BCAA [cDucT7-zq7k].txt,6
2519,,Elite by Bodybuilding.com ｜ New Sports Performance Supplement Line [LSq9Uq80bdA],@bodybuildingcom,Elite by Bodybuilding.com ｜ New Sports Performance Supplement Line [LSq9Uq80bdA].txt,84
2520,,Elite by Bodybuilding.com ｜ Power + BCAA ｜ Boost Power & Reduce Fatigue [eQAqRAImgCw],@bodybuildingcom,Elite by Bodybuilding.com ｜ Power + BCAA ｜ Boost Power & Reduce Fatigue [eQAqRAImgCw].txt,9
2521,,Elite by Bodybuilding.com ｜ Thermo + BCAA [kfKjLAUsj5g],@bodybuildingcom,Elite by Bodybuilding.com ｜ Thermo + BCAA [kfKjLAUsj5g].txt,1
2522,,Elite by Bodybuilding.com ｜ Ultimate Pre Stim-Free ｜ The Pre Workout Pump Without Caffeine [MYEj523OmSA],@bodybuildingcom,Elite by Bodybuilding.com ｜ Ultimate Pre Stim-Free ｜ The Pre Workout Pump Without Caffeine [MYEj523OmSA].txt,2
2523,,Elite by Bodybuilding.com ｜ Ultimate Pre-Workout [BvtRMj6kg0w],@bodybuildingcom,Elite by Bodybuilding.com ｜ Ultimate Pre-Workout [BvtRMj6kg0w].txt,6
2524,3,Erin Stern's Figure Olympia Prep [4xZW0Tw63J0],@bodybuildingcom,Erin Stern's Figure Olympia Prep [4xZW0Tw63J0].txt,286
2525,2008,Erin Stern's Training & Fitness Program [b-SFEeuS2ic],@bodybuildingcom,Erin Stern's Training & Fitness Program [b-SFEeuS2ic].txt,1803
2526,13,FST-7 Chest & Biceps Workout ｜ Hany Rambod's Ultimate Guide to FST-7 [pZZzyBKH-GY],@bodybuildingcom,FST-7 Chest & Biceps Workout ｜ Hany Rambod's Ultimate Guide to FST-7 [pZZzyBKH-GY].txt,4776
2527,,Face Pull - Shoulder Exercise - Bodybuilding.com [tkLTR4b6cAk],@bodybuildingcom,Face Pull - Shoulder Exercise - Bodybuilding.com [tkLTR4b6cAk].txt,33
2528,50,Farmer's Walk - Forearm Exercise - Bodybuilding.com [hJW-Xc8TvU8],@bodybuildingcom,Farmer's Walk - Forearm Exercise - Bodybuilding.com [hJW-Xc8TvU8].txt,79
2529,10,Fighting Shape - Ryan Bader MMA Workout - Bodybuilding.com [QMAnTmCatVM],@bodybuildingcom,Fighting Shape - Ryan Bader MMA Workout - Bodybuilding.com [QMAnTmCatVM].txt,1265
2530,1130,Figure Dynasty： How Nicole Wilkins Won Her Fourth Olympia - Bodybuilding.com [xV6G3-HNfMg],@bodybuildingcom,Figure Dynasty： How Nicole Wilkins Won Her Fourth Olympia - Bodybuilding.com [xV6G3-HNfMg].txt,2400
2531,15,Final Approach To Fitness： Cellucor's Dan Lourenco Interview - Bodybuilding.com [iKvjzHN2bNE],@bodybuildingcom,Final Approach To Fitness： Cellucor's Dan Lourenco Interview - Bodybuilding.com [iKvjzHN2bNE].txt,1554
2532,,Finding Inspiration In Nature! Watch the entire series with @discoverydeadlift here on our channel. [vxTZ6779JUo],@bodybuildingcom,Finding Inspiration In Nature! Watch the entire series with @discoverydeadlift here on our channel. [vxTZ6779JUo].txt,138
2533,14,"Fit Dreams Come True With Diana Chaloux Series, Episode #1, Introduction - Bodybuilding.com [MUJOFLWUjoQ]",@bodybuildingcom,"Fit Dreams Come True With Diana Chaloux Series, Episode #1, Introduction - Bodybuilding.com [MUJOFLWUjoQ].txt",1727
