/Users/bryanantonelli/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(

🔍 INGEST STARTUP
• CHANNELS_DIR: /Users/bryanantonelli/forged-by-freedom/ingest/channels
• Pinecone index: forged-freedom-ai
• Embedding model: text-embedding-3-large
• Chunk tokens: 3000
• Episodes to ingest: 4184
🚀 BEGIN INGEST

✅ [211/4184] @bodybuildingcom | Jay Cutler Living Large ｜ Mass-Building Workouts, Training Tips, Nutrition Plan ｜ Ep 2 | Train Large ｜ Jay Cutler Living Large ｜ ... | 2 chunks
✅ [212/4184] @bodybuildingcom | unknown | The 21-Day Bizzy Diet Trainer： Trailer -... | 1 chunks
✅ [213/4184] @bodybuildingcom | unknown | Stiff Legged Dumbbell Deadlift - Legs ⧸ ... | 1 chunks
✅ [214/4184] @bodybuildingcom | unknown | Seated Barbell Military Press - Shoulder... | 1 chunks
✅ [215/4184] @bodybuildingcom | unknown | Jimmy Peña's Power Rack Training Episode... | 1 chunks
✅ [216/4184] @bodybuildingcom | unknown | High-Volume Leg Workout： 12-Week Hardcor... | 1 chunks
✅ [217/4184] @bodybuildingcom | Power Bodybuilding Training Program | Mike O'Hearn's Chest Workout ｜ Power Bod... | 1 chunks
✅ [218/4184] @bodybuildingcom | unknown | Jamie Eason's Tips & Techniques - Bodybu... | 1 chunks
✅ [219/4184] @bodybuildingcom | unknown | Not Hungry After Workout #nutrition #hun... | 1 chunks
✅ [220/4184] @bodybuildingcom | unknown | Glute Ham Raise - Legs ⧸ Glutes Exercise... | 1 chunks
✅ [221/4184] @bodybuildingcom | unknown | Erin Stern's Training & Fitness Program... | 1 chunks
✅ [222/4184] @bodybuildingcom | Craig Bongelli ｜ Building Muscle Mass and Finding Your One Rep Max | EP. 30 ｜ Craig Bongelli ｜ Building Muscl... | 4 chunks
✅ [223/4184] @bodybuildingcom | unknown | Cory Gregory's Squat Every Day Trainer ｜... | 1 chunks
✅ [224/4184] @bodybuildingcom | unknown | Legs Like Jessie's： Hilgenberg's 7-Move ... | 1 chunks
✅ [225/4184] @bodybuildingcom | unknown | Alicia Harris' Training & Fitness Progra... | 1 chunks
✅ [226/4184] @bodybuildingcom | unknown | Dumbbell Workout Inspo IG： alexabergfit ... | 1 chunks
✅ [227/4184] @bodybuildingcom | unknown | CT Fletcher's Commandment #3 Of Muscle G... | 1 chunks
✅ [228/4184] @bodybuildingcom | unknown | Whey Protein Guide - Bodybuilding.com... | 1 chunks
✅ [229/4184] @bodybuildingcom | unknown | Dumbbell Triceps Extension - Tricep Exer... | 1 chunks
✅ [230/4184] @bodybuildingcom | unknown | Finding Inspiration In Nature! Watch the... | 1 chunks
✅ [231/4184] @bodybuildingcom | unknown | Rachel Flint's Training & Fitness Progra... | 1 chunks
✅ [232/4184] @bodybuildingcom | Kris Gethin's 12-Week Muscle-Building Trainer ｜ Day 2 | Chest and Triceps Workout ｜ Kris Gethin'... | 1 chunks
✅ [233/4184] @bodybuildingcom | unknown | 2013 Arnold Classic ⧸ Sports Festival Hi... | 1 chunks
✅ [234/4184] @bodybuildingcom | unknown | Butt Lift (Bridge) - Leg Exercise - Body... | 1 chunks
✅ [235/4184] @bodybuildingcom | unknown | Barbell Shoulder Press - Shoulder Exerci... | 1 chunks
✅ [236/4184] @bodybuildingcom | unknown | Ashley Horner's Stronger-Legs Workout... | 1 chunks
✅ [237/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | At Home Training Program ｜ Clutch Life： ... | 1 chunks
✅ [238/4184] @bodybuildingcom | Katie Chung Hua | Lower-Body Dorm Room Workout ｜ Katie Chu... | 1 chunks
✅ [239/4184] @bodybuildingcom | unknown | Behind The Back Wrist Curl - Forearm Exe... | 1 chunks
✅ [240/4184] @bodybuildingcom | IFBB Pro Jake Alvarez | Three-move Calf Workout ｜ IFBB Pro Jake ... | 1 chunks
✅ [241/4184] @bodybuildingcom | unknown | Straight Arm Pulldown Technique #backday... | 1 chunks
✅ [242/4184] @bodybuildingcom | unknown | Bill Phillips BACK TO FIT 12-Week Traine... | 2 chunks
✅ [243/4184] @bodybuildingcom | unknown | Sean Sarantos Fitness Program - Bodybuil... | 1 chunks
✅ [244/4184] @bodybuildingcom | IFBB Bikini Pro Amanda Latona | Glutes Training Guide ｜ IFBB Bikini Pro ... | 1 chunks
✅ [245/4184] @bodybuildingcom | unknown | Race for the Cure 2011 News Clip - Bodyb... | 1 chunks
✅ [246/4184] @bodybuildingcom | unknown | Clay Guida's Fitness Program - Bodybuild... | 2 chunks
✅ [247/4184] @bodybuildingcom | unknown | Final Approach To Fitness： Cellucor's Da... | 1 chunks
✅ [248/4184] @bodybuildingcom | unknown | Leg Press - Leg Exercise - Bodybuilding.... | 1 chunks
✅ [249/4184] @bodybuildingcom | unknown | 2014 Olympia Webcast Highlights Reel... | 1 chunks
✅ [250/4184] @bodybuildingcom | unknown | Waxy Maize Guide - Bodybuilding.com... | 1 chunks
✅ [251/4184] @bodybuildingcom | Ultimate Pre Stim-Free ｜ The Pre Workout Pump Without Caffeine | Elite by Bodybuilding.com ｜ Ultimate Pre... | 1 chunks
✅ [252/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | At Home Cardio and Core Workout： Day 9 ｜... | 4 chunks
✅ [253/4184] @bodybuildingcom | Anatomy, Biomechanics & 6-Week Training Program | Built by Science ｜ Anatomy, Biomechanics... | 1 chunks
✅ [254/4184] @bodybuildingcom | unknown | 12-Week Hardcore Daily Video Trainer Wit... | 1 chunks
✅ [255/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | 40 Minute at Home Strength Workout： Day ... | 3 chunks
✅ [256/4184] @bodybuildingcom | unknown | Bodybuilding.com Guide to Glutamine... | 1 chunks
✅ [257/4184] @bodybuildingcom | unknown | Hanging Leg Raise - Core ⧸ Abs - Bodybui... | 1 chunks
✅ [258/4184] @bodybuildingcom | unknown | Ronnie Milo's MVP Leg Workout... | 1 chunks
✅ [259/4184] @bodybuildingcom | Big Man on Campus | Steve Cook's Shoulders & Traps Workout ｜... | 1 chunks
✅ [260/4184] @bodybuildingcom | unknown | Farmer's Walk - Forearm Exercise - Bodyb... | 1 chunks
✅ [261/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | At Home Cardio and Core Workout： Day 23 ... | 5 chunks
✅ [262/4184] @bodybuildingcom | unknown | How To Deadlift： Layne Norton's Complete... | 1 chunks
✅ [263/4184] @bodybuildingcom | unknown | 2010 Joe Weider Interview - The Father o... | 1 chunks
✅ [264/4184] @bodybuildingcom | Jim Stoppani's Shortcut to Shred Training Program | Nutrition Overview ｜ Jim Stoppani's Shor... | 2 chunks
✅ [265/4184] @bodybuildingcom | unknown | Give Yourself One Good Year! Louis Shepp... | 1 chunks
✅ [266/4184] @bodybuildingcom | unknown | It's Your Life (Football) ｜ 2010 Bodybui... | 1 chunks
✅ [267/4184] @bodybuildingcom | unknown | $200,000 Transformation Challenge - Week... | 1 chunks
✅ [268/4184] @bodybuildingcom | unknown | Jamie Eason's Post-Pregnancy Trainer： Pr... | 1 chunks
✅ [269/4184] @bodybuildingcom | unknown | Triceps Dumbbell Kickback - Triceps Exer... | 1 chunks
✅ [270/4184] @bodybuildingcom | unknown | Bodybuilding.com Guide to Glucosamine... | 1 chunks
✅ [271/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | 45 Minute at Home Strength Workout： Day ... | 3 chunks
✅ [272/4184] @bodybuildingcom | unknown | Concentration Curls - Biceps Exercise - ... | 1 chunks
✅ [273/4184] @bodybuildingcom | unknown | Straight Arm Pulldown - Back Exercise - ... | 1 chunks
✅ [274/4184] @bodybuildingcom | Tyrone Bell： Spartacus War Of The Damned | 19-Minute Gladiator Workout ｜ Tyrone Bel... | 1 chunks
✅ [275/4184] @bodybuildingcom | Dorian Yates' Blood & Guts | Leg Crushing Workout Part 1 ｜ Dorian Yat... | 1 chunks
✅ [276/4184] @bodybuildingcom | unknown | Fighting Shape - Ryan Bader MMA Workout ... | 1 chunks
✅ [277/4184] @bodybuildingcom | unknown | CT Fletcher's Commandment #5 Of Muscle G... | 1 chunks
✅ [278/4184] @bodybuildingcom | unknown | Jen Jewell's Training & Fitness Program ... | 1 chunks
✅ [279/4184] @bodybuildingcom | Clutch Life： Ashley Conrad's 24⧸7 Fitness Trainer | 45 Minute at Home Strength Workout： Day ... | 3 chunks
✅ [280/4184] @bodybuildingcom | Ep. 24 ｜ Anthony Crouchelli | Putting Community First & The Rise of Ru... | 3 chunks
✅ [281/4184] @bodybuildingcom | unknown | It's Your Life (MMA) ｜ 2010 Bodybuilding... | 1 chunks
✅ [282/4184] @bodybuildingcom | unknown | Barbell Deadlift - Leg & Back Exercise -... | 1 chunks
✅ [283/4184] @bodybuildingcom | unknown | Jamie Eason's Lemon Protein Bars - Bodyb... | 1 chunks
✅ [284/4184] @bodybuildingcom | unknown | Marc Megna's Lifting Lessons： Single-Arm... | 1 chunks
✅ [285/4184] @bodybuildingcom | unknown | Bodybuilding.com Guide to Green Tea... | 1 chunks
✅ [286/4184] @bodybuildingcom | unknown | Jamie Eason 3-Bean Turkey Chili Recipe -... | 1 chunks
✅ [287/4184] @bodybuildingcom | unknown | Chest Workout with Derek Charlebois - Bo... | 1 chunks
✅ [288/4184] @bodybuildingcom | unknown | Athlete ｜ Bodybuilding.com Commercial... | 1 chunks
✅ [289/4184] @bodybuildingcom | unknown | Carl Roberts' Training & Fitness Program... | 1 chunks
✅ [290/4184] @bodybuildingcom | unknown | Chin-Up - Back Exercise - Bodybuilding.c... | 1 chunks
✅ [291/4184] @bodybuildingcom | unknown | Jamie Eason's Turkey Meatloaf Muffins - ... | 1 chunks
